Energy_Sources,Negative_Outcomes,Positive_Outcomes,Response_to_Stress,Stressors,Wellbeing
0.22159860927085373,-0.02545201543150799,-0.009787280245787455,-0.05710646030072364,-0.043822500089627514,0.3716964720187832
0.28535410810638306,-0.09633211987291268,-0.06551210521218431,-0.6662912002286958,0.5472044312875641,0.15621784506110803
-0.01849503079772452,-0.12001894353044795,0.046650267568557835,-0.1040204500629216,-0.01396802943794917,0.42675827235441144
0.714371495032297,0.03705372124392192,-0.1228714703749132,-0.41082608007562005,-0.34191615998191827,-0.026681261870049156
-0.7475736070832422,-0.003112018993552179,0.10594195961596142,0.70778573847045,-0.1368838408402575,0.04091887101608194
-0.13293391173733182,-0.10231264030940035,-0.04945911593748842,-0.07675334190288896,0.48413147084045693,0.588797625918033
-0.24642160968718763,-0.14708651084717494,0.07337540404000098,-0.8206744760814122,-0.7850004215124144,0.16519100880330662
-0.024604204708413846,0.2370603286675514,-0.4132483405583538,0.3389598469334705,0.01346500870615408,-0.2974045649415058
0.15624627301246918,0.0819587283608273,-0.1779888364889124,0.41980886485948243,-0.40146755642176357,0.23106438682295893
0.42655643660796705,-0.1468288256781578,-0.021497408352831204,-0.5046978849422175,0.23328699161012034,0.48733391498943357
-0.09288306251363432,0.027159492438274313,0.045262964026321795,0.5329964464382306,1.054117560384936,0.06097292302948887
-0.7403780781550371,-0.043852558671400255,0.09625017498744137,-0.5507003433983282,0.9268214131922545,0.04868497287893625
-0.3596970911928077,-0.1193846994493355,0.09543606425765061,-0.16688169054437174,-0.10945657941295783,0.3101495144741677
0.23506560708048174,-0.15326360400820827,0.18262945204731884,-0.28354276033648973,-0.6552706452201755,0.3176818671748536
-0.8090646397845116,0.14391772920864682,-0.055901424424025015,0.21679543366436627,0.28831106160608844,-0.4618104268164034
-0.6944213591277679,-0.26236042416642824,0.3630386758265465,-0.0782561223838254,-0.4285608707993984,0.8177230108303766
0.7526999144940698,-0.11029382304074387,-0.09207028610915557,-0.6712360683364309,-0.7578810451129052,0.2834237437472247
0.15907214710733775,-0.047083924047358505,-0.05060469033344317,0.019532194891996202,0.1580114223214757,0.19569706670596343
-0.704002303669867,-0.11760212856516761,0.23450232111773328,0.3884260019759358,0.11789659055906432,0.37475200957233357
0.05961188257300076,-0.06499585725634605,0.2228287892750891,-0.2683914763628614,0.13174465448340644,0.12885398312527974
0.23542246102730702,0.10668642491517089,-0.21485686973358908,-0.13663452786407304,0.2836665604829012,-0.4797008364962556
-0.7420079414603078,-0.017080154113872315,0.1431472528847133,0.6398633996296326,0.043416072745046996,0.03128834175807693
-0.5471465183868272,0.019573122640321072,0.16242411792389322,1.1439518017662778,-0.5861322625409557,0.14671490771897577
-0.42103916981598877,0.06157438248149949,-0.021085036313571504,0.44603852134128896,-0.7524352633530613,-0.09353823323415877
0.976344851956312,-0.1527309866582014,-0.015809223679569273,-0.4525451673872185,-0.39278941887840313,0.5431315698542187
-0.19795557579208634,-0.09458314466784612,0.21335932511741307,0.26063821510369367,-0.7523417906053078,0.19630902973755404
0.16268605987692175,-0.028423758616666683,-0.08943553088724276,-0.23566645577952516,0.5163888850293739,0.10678563006726671
-0.28681970160985215,-0.06905003428507017,-0.04743749571335121,-0.7419408812135938,-1.0051179031548303,-0.08388996301116869
1.2624664685041032,-0.01614724149202973,0.1453629837501731,0.8161210541934842,0.5565023603912449,0.11712918268969297
0.035497507472470824,0.19051636169575603,-0.36255686104467344,-0.2409220123553748,0.44666870693854266,-0.19698019365239583
-0.1403914789581997,0.019887851175729776,-0.13675824520713964,0.08581485453433646,0.5657790996012881,0.158296032828789
-0.3816438495628782,0.13372572759212842,-0.4422819101118747,0.08440479748816565,-0.33360166508317945,0.1534286847650752
-0.6702299373173597,0.09878202586251739,-0.14738475807869134,0.33802777803079165,-0.43854345001904793,-0.38546609901637074
-0.6105126097106128,0.08680087322343644,0.021797210542233714,0.705530398682404,-0.41535751966345513,-0.28243800803651364
-0.19023080382657187,0.05230894292663568,-0.03885489655550334,0.3050028975760861,0.7458019993598439,-0.08331390719419396
-0.8200678736483995,-0.02257557771142893,0.05915951959300303,-0.23104955643293223,-0.05273064797072591,-0.2695283610449297
-0.6153672417745015,-0.022080749875292516,0.23544912883937652,0.24172660113935507,-0.11251973699297224,-0.30153020624153815
-0.846128477961348,0.2818591760921587,0.07377019276508623,1.473078280958839,0.35929977390955736,-1.167592048414168
1.810814458602575,-0.36054703502510854,0.31640625517309817,-0.585919098148244,-1.1155990252670887,1.2307642020076552
-0.7786160403209625,0.1387804685560628,-0.2574867833592813,-0.14069788221102586,0.7360586488201148,-0.29777853719289693
-0.5939227093374491,-0.10476214243922644,0.1279137419785923,-0.2988624505891815,-0.26550749416904473,0.0952957117786064
-0.5679471853689131,0.00033992479632438677,0.2292640037439373,1.160363680682929,-0.7947324294199325,0.0650054749033897
0.4158294449975617,-0.12452172981847132,-0.03186796652722235,-0.7446603500602633,-0.22672402795933078,0.2353458876854524
-0.6974413362890683,0.08814868348643423,-0.09476824970380138,-0.6809055529631665,-0.9069107602651199,-0.3311336718423292
-0.5500785410000599,0.13703569702918617,-0.12934988294596717,-0.2265533029594562,-0.8432211664427838,-0.8554076127241359
-0.9154868061628954,0.04946169343204576,-0.0419609662086835,-0.4913573622323075,-1.631803257078537,-0.28548777683749993
-0.2561861560700518,0.12892752432238974,-0.13470137230399715,0.1648736972560203,0.516558730295869,-0.2693081691732009
-0.8679331106753041,-0.009887324426284927,0.19279492469397574,0.2740577039481178,-1.2891356509395628,-0.2912764850223528
0.23621711790724143,-0.14922207906560336,0.0308636131335418,-0.5172064807145917,0.7996541179007424,0.41103736503598354
-0.08604079449922342,-0.0856503665687578,0.11538986205420176,-0.08045832373239192,0.09581176468414876,0.21701995281809028
0.12242264217840826,-0.04761164413670638,0.14151519330696094,0.06006389844405202,1.0249202862851945,-0.08900275885023357
0.1560465448819779,0.09651663402018062,0.027289933039263747,0.32881284459575744,0.34496630312739285,-0.23997016528315962
-0.15854173167533836,-0.1135238584106022,0.15739094345343796,-0.43246089638666163,-0.5624129404141813,0.030188659692842457
0.5800324906446412,0.29494614857215384,-1.1511072771722874,0.1168148780177154,0.8972961745043162,-0.10890109130685977
-0.028541504895462255,-0.27076677931882875,0.17130054742244383,-0.5195479124224851,-1.7301236719917623,0.9409756680640093
0.4831203169427256,-0.132272939938761,0.14214818544615637,-0.508527081122375,-0.4735433468912591,0.1305617186169039
-0.9521742715687002,0.5209110048164064,-0.6335575374220408,0.7204295190950547,-0.26725836570723605,-1.5055084360413966
-0.5763684648651137,0.03236187790748435,-0.4742208515862387,-0.38074806577168996,-0.2962544028766345,0.27010981047387705
-0.2160942022031136,0.679499294334544,-0.805306769988072,0.47922886774881235,1.550819329427438,-1.9367923281978543
-0.36561530033529266,0.01978327451230999,-0.010718675757571683,-0.25862035351459345,0.17961221305371833,-0.4357827294096772
-0.5760080788830362,0.04114097938306849,-0.053482095200870994,-0.12653767552430617,-0.2970831546305903,0.19484579921548129
-0.8968385535344217,0.17719809413211668,-0.2610401241061364,-0.4993553565655302,-0.699966014885673,-0.5199946800358415
-0.3709574571082619,-0.059583115279649324,0.22218825116651963,-0.05476015059920214,0.8511691538238111,-0.20653478861914065
-0.4543732643703178,0.14721423009524842,-0.06248488205171232,-0.07617332150556555,0.06351210007824593,-0.52736433218871
-0.3596014489427688,0.07143835816719113,-0.09932217592286441,-0.34621788942705245,0.87733668819671,-0.03878426711355232
0.7870225552113379,-0.12298350349874143,-0.15308944034598904,-0.6243694748436186,0.6840280201987521,0.7942787018050645
0.09462651973511682,-0.03408158992882848,0.14260803623546137,0.3894756977483569,0.02518589982799968,0.0028649171291665887
0.12971375998704437,0.10533730292513832,-0.17775774118956655,0.090290399549384,1.2350440463753567,0.11224322418619881
-0.3177719098027998,-0.1268518745722096,0.09727749514413042,-0.3772840970334812,-0.46854733203885823,0.2400518850976039
-0.9194071209695498,0.11172902106179661,-0.17060871170547087,-0.2853143307958679,-1.7103118874193846,-0.3474050447497423
0.4079754960805657,-0.1982802330228729,0.1476011132605879,-0.5750268983109961,-0.09138805274708961,0.4973360292118998
-0.5064664436281279,-0.21706222965071664,0.13181914950192208,-0.7227271040997774,0.5828593167146257,0.5600806847959414
0.4946200386235564,0.15536688864173503,-0.24387017119537235,0.038437403189057084,0.53153984919089,-0.12102529240385396
-0.16614847650134834,-0.06663866347413927,0.048388568222835104,-0.07311405865810983,-0.5817486014128019,0.1078723349075359
1.1498059002495704,0.03787954511751801,-0.06870835795700492,0.03146225767448785,0.48338004482015773,0.11977067655829376
-0.8590705986319578,0.1095572153696246,-0.016188716060308694,-0.19006817206564075,0.33183261757420235,-0.7442518547913641
-0.3494127792696615,-0.026322542997429754,-0.09467638189060334,-0.7729836157695507,-1.582945497932883,-0.08550196676120825
0.562128419539804,0.02716986053528314,-0.2720413580215173,0.28187134297709004,0.7722543637917285,0.23170447673383965
1.3204021550435205,-0.29916602049204943,0.28195396414045093,-0.4369410451917428,-0.09771574186247678,0.9841690545281523
0.30712395498249045,-0.11699032584313429,0.24983150907474494,-0.056638207142520436,-1.009316002490591,0.10574707620929624
-0.13011920810079292,-0.09554572120997384,0.3656865840291206,0.5319188901008816,0.5600327038813249,0.10317750922231772
0.6243067300327352,0.06759810350913309,-0.890614231620277,-0.6367769462841955,-0.4670319096334037,0.4810857351255846
-0.07164987404130807,-0.03417293624810536,0.020437501808987513,0.15532534371114992,-0.4783982214325171,0.07398529955571576
