Behavior,Interventions,Negative_Outcomes,Participation,Positive_Outcomes,Response_to_Stress,Stressors,Wellbeing
0.04824749935510542,-0.2652136698976648,-0.12229506274926916,0.44151186143133625,0.06777057154504251,-0.21925898787764386,-0.1747713165200171,0.3644157589095842
-0.440212555516697,-0.2494499587104273,-0.18300154845958128,0.018862127765640224,0.016942016291966566,-0.7564775079235928,0.43795866643393344,0.09558744845716571
-0.1661239080169119,-0.28935658727369695,-0.49953917842161744,-0.24749859025230636,0.12060045781731332,-0.31790944080312333,-0.0658198958833609,0.6480303560975322
-0.2977247011427788,-0.24187191390452512,0.17783570795821246,0.13274241882365212,-0.022464431765986226,-0.3177341247094929,-0.6092867994580933,-0.11829914437611144
-0.08689385757726664,-0.29364246935799443,0.03461581609190878,-0.6441914511576736,-0.013459127225782352,0.7269864628751528,-0.05290997947432885,-0.07674273760856609
-0.042122235064243396,-0.3041393518559594,-0.5572196837023844,-0.24950063253095056,0.15117883814692645,-0.029017443643304497,0.37872514861253403,0.8099763739687464
-0.14883898866666012,-0.2791347394377791,-0.16788749676626358,-0.3895373456940958,0.01139512160169931,-0.9236758955964646,-0.5216798224285915,0.06694462647339972
0.13723771149992414,-0.27400008578252544,0.43275020196980263,-0.012069292062233394,-0.07278367574632316,0.5365196341604659,0.21426455697655333,-0.3932972575925353
0.308006908259143,-0.28685482112678884,-0.056066297332822757,0.26791082158758295,0.06387116869045228,0.5019163465966261,-0.48379506137692174,0.338916931595981
0.14446228415720896,-0.26436648626269654,-0.5370803272290523,0.8440627747378842,0.1250326571978223,-0.5830936024817336,0.2916146798105723,0.6734672236276875
-0.22959556334285924,-0.2769771007659889,-0.04313239675475122,-0.23981908931569595,0.017094694942999977,0.47725605215828826,0.9125063420069379,0.08851601861678304
-0.31858793875115765,-0.28796031693996105,0.2628209785755913,-0.8708836084786773,-0.05189061873107559,-0.4988755524011128,0.6642746782968274,-0.27476245172907765
0.2509851271698562,-0.31147538661206275,-0.48061514106998526,-0.1982968106200773,0.11487934369643038,-0.3739603355168656,-0.30452493055000684,0.6177435804304281
0.3545321998110398,-0.2952730469942966,-0.5194566300431984,0.2544336141112491,0.1265978502352495,-0.4553681352690492,-1.0730308629152447,0.6810344388078704
0.05876245386596213,-0.29567067122478685,0.4922910465684509,-0.7574006181074733,-0.10195160378967694,0.2594516063943284,-0.08699748650122485,-0.5477637847558601
-0.4202666934369902,-0.19678889409978872,-0.6052634258611156,-0.8382763729338798,0.1543152889553232,-0.22944503766354585,-0.21717732959239688,0.8280584590215829
0.230128599754565,-0.27379481514994297,-0.41234065836527156,0.5124716603396018,0.08716800241181832,-0.7359543043139443,-0.5854435173963681,0.4716223423820489
-0.07403121677634816,-0.2790752067956498,-0.24665858141360486,-0.054677057927899675,0.0487590249871902,-0.12676794754952547,0.25471574883215853,0.2619887923984541
-0.25026481490372543,-0.2715418437475786,0.6674176153609981,-0.8170091884179906,-0.1689963032644396,-0.5216024357344367,0.23269061046562234,-0.9018947839588982
0.22628684316290415,-0.1714809710518218,-0.4741397631934614,-0.4525507433397862,0.12359305504506446,0.15243603464518052,0.07983297508633713,0.6610525508192655
0.15299683061053715,-0.2814969907804443,0.004020383901986779,0.15850395690343388,0.02677074908235655,-0.29188224380874406,0.2953456172196547,0.14526423576239988
-0.32312840593043535,0.2778371648664053,0.45853404772181783,-0.16881686033090793,-0.1491905408633024,-0.09062069077826762,0.18557017675601006,-0.7985610013967621
-0.27228207986937125,-0.28713471489411924,0.016390954630970622,-0.7229382827757536,-0.010371951692396242,0.6431424250279012,0.1810586041130966,-0.059670103281543874
0.14781522254775914,-0.3058300743313598,-0.13997773623944498,-0.45426970767226393,0.050138374979446176,0.8921262029878907,-0.5519192261562356,0.26286185461354616
-0.053176175984132934,-0.2838689946865166,0.11212575857562923,-0.48107042984206894,-0.02929775967902204,0.4490826841197266,-0.49477430555410806,-0.15980542766948957
-0.2069944814739504,-0.29158654578417464,-0.6383280564454386,-0.22588643217713322,0.15574840160102565,-0.6025387018195494,0.10310140945374702,0.8381207312504877
0.2539072636011759,-0.26459218211542657,-0.5935666398089077,0.9592205132706457,0.14237729769331597,-0.6203820785883343,-0.3759167206734437,0.7666123933958415
0.12366663119452292,-0.2868883396171521,-0.3609009515209638,0.04924041508085519,0.08946206274886148,0.07912480024822921,-0.6853937601421787,0.4786983781540517
0.09621975298254926,-0.16095175783310678,-0.11895971256237825,0.3934950389837617,0.01632148429975655,-0.2767909212309907,0.36854266130939806,0.08919615088734112
-0.015005298537228429,-0.28112899114526746,-0.08022920939002764,-0.39519664460003634,-0.009372119619322383,-0.7087799539102405,-1.1720024314762447,-0.045669466979071593
0.11570795325744387,0.47019152177933643,-0.048386839535316195,0.9161760404198582,0.013278326037199917,0.9422533031947067,0.44759147220860873,0.06510012430179035
0.2791911695485929,-0.283366995231222,0.34512683464665095,0.0747422922034704,-0.04839819311193294,-0.15393214169466396,0.35337335626919497,-0.25826102343408364
-0.37597515719086494,-0.26693064021924406,-0.08354703093383398,-0.2335836997081393,0.020866864568706123,0.12531142161785902,0.7494316412989814,0.11097223080246099
