,Bevl_1,Bevl_2,Bevl_3,Burn1_1,Burn1_2,Burn1_3,Burn1_4,Mot_Stress_1,Mot_Stress_2,Mot_Stress_4,Onnodige_stress_1,Onnodige_stress_2,Onnodige_stress_3,Onnodige_stress_4,Onnodige_stress_5,Onnodige_stress_6,Onnodige_stress_7,Onnodige_stress_8,Onnodige_stress_9,Onnodige_stress_10,Leefst,Cantrill_1,Q297_1,Depr_1,Depr_2,Depr_3,Depr_4,Depr_5,Depr_6,Depr_7,Depr_8,Cijfer_huidig_1,Vertr,StopInt,Hulp_1,Hulp_2,Hulp_3,Bekendgebruik_1,Bekendgebruik_2,Bekendgebruik_3,Bekendgebruik_4,Bekendgebruik_5,Bekendgebruik_6,Bekendgebruik_7,Cogn_Eng1_1,Cogn_Eng1_2,Cogn_Eng1_3,Cogn_Eng1_4,Cogn_Eng1_5,Cogn_Eng1_6,Cogn_Eng2_1,Cogn_Eng2_2,Cogn_Eng2_3,Cogn_Eng2_4,Cogn_Eng2_5,Cogn_Eng2_6,Cogn_Eng2_7,Cogn_Eng2_8,Partici1_1,Partici1_2,Partici1_3,Partici1_4,Stopint2,Betrok_Ouders,Werk_1,Zorg_1,Zorg_2,Zorg_3,Zorg_4,Zorg_5,Zorg_6,Pres_1,Pres_2,Pres_12,Veer_1,Veer_2,Veer_3,Veer_4,Veer_5,Veer_6,Cogregiedocent_1,Cogregiedocent_2,Cogregiedocent_3,Cogregiedocent_4,Cogregiedocent_5,Cogregiedocent_6,Extr_eng2_1,Extr_eng2_2,Extr_eng2_3,Domein,Geslacht,Leeftijd,Locatie,Studiejaar,Uitwissel,Vooropleid,Woonsit
47,3,3,3,2,2,2,3,3,9,6,3,4,2,3,3,3,,4,3,2,2,7.0,8.0,2,3,3,3,1,3,2,2,6.9,5,0,3,1,1,2,1,3,1,1,1,1,3,4,3,5,4,4,5,5,5,5,3,5,4,4,3,3,2,2,1,1,35.0,4,2,4,2,1,1,4,2,4,4,2,2,3,4,2,2,1,3,3,4,3,4,3,3,Onderwijs en Innovatie (ONI),Vrouw,46,Alkmaar,5 of hoger,0,Mbo,Anders
48,2,3,3,4,3,4,4,6,8,4,,4,,3,4,4,,2,5,,4,7.0,6.0,1,2,2,3,1,2,2,3,7.0,1,0,1,1,1,2,2,3,1,1,1,1,4,3,3,4,3,3,2,2,2,2,2,4,2,3,1,1,1,1,1,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,30,Rotterdam,5 of hoger,0,Vwo,Met mijn partner / een relatie
49,3,4,3,4,4,2,4,6,9,5,2,4,2,3,3,2,2,3,5,2,4,4.0,6.0,2,4,2,3,2,2,2,3,6.9,1,1,2,1,1,2,2,2,1,2,1,1,4,5,3,5,4,4,4,3,4,3,3,3,2,3,2,1,1,1,1,4,24.0,4,3,3,4,4,4,5,4,5,3,4,4,4,3,3,4,2,3,3,3,3,4,2,2,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,28,Rotterdam,4,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
50,3,4,4,3,2,3,3,8,8,8,1,2,2,2,3,4,5,3,5,3,3,7.0,10.0,2,3,2,3,3,2,2,2,7.5,5,0,2,1,2,3,1,3,1,2,1,1,4,5,4,5,5,5,5,4,5,4,4,5,4,4,3,1,2,2,1,2,,3,4,3,4,4,4,4,3,3,3,4,4,4,2,4,4,4,5,3,5,5,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,23,Den Haag,5 of hoger,0,Mbo,Bij mijn ouder(s)/verzorger(s)
51,3,4,3,3,1,1,2,7,7,5,2,3,2,5,5,5,3,5,5,1,4,7.0,8.0,2,1,2,3,1,2,1,3,7.1,3,0,1,1,1,2,1,2,1,1,1,1,3,5,3,4,4,5,4,5,3,3,3,5,4,3,3,2,2,1,1,4,,4,3,4,4,5,3,2,3,3,4,3,2,2,3,2,2,2,4,3,5,3,4,3,3,Onderwijs en Innovatie (ONI),Man,23,Haarlem,4,0,Mbo,Bij mijn ouder(s)/verzorger(s)
52,3,3,3,4,2,5,3,1,10,0,2,2,2,2,2,4,,4,4,1,2,5.0,7.0,2,4,3,2,1,3,2,4,6.0,1,1,3,1,1,1,1,1,1,1,1,1,3,4,2,4,2,4,5,4,4,3,3,4,1,3,4,5,1,1,1,4,45.0,4,4,4,1,1,1,4,4,2,4,2,4,2,3,2,5,5,3,4,3,3,3,2,5,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,39,Alkmaar,3,0,Mbo,Anders
53,3,4,3,4,3,4,3,7,8,7,3,4,4,4,4,4,3,4,4,1,4,6.0,8.0,2,3,3,2,1,2,2,2,7.0,0,1,3,1,2,1,1,3,1,1,1,1,5,3,3,4,3,3,2,2,3,3,3,3,3,3,3,1,1,1,1,,32.0,4,2,5,2,2,2,5,4,4,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,Onderwijs en Innovatie (ONI),Vrouw,24,Den Haag,5 of hoger,0,Mbo,Anders
54,3,3,3,4,4,2,4,0,7,3,1,3,5,,5,,5,5,3,3,3,6.0,5.0,2,3,2,1,2,2,3,2,6.6,3,1,2,2,2,2,2,2,2,3,2,2,3,3,3,4,4,5,3,3,2,1,1,2,3,1,2,3,2,1,1,4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,19,Amsterdam,3,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
55,3,3,4,2,4,5,2,5,10,6,5,1,2,3,2,5,5,4,4,5,3,6.0,7.0,4,4,4,2,4,1,4,2,5.9,0,0,2,3,3,3,2,3,1,1,1,1,5,5,2,4,4,4,4,1,1,2,4,4,4,4,3,1,1,1,1,1,16.0,3,5,2,5,5,5,5,3,5,2,5,5,5,5,5,5,4,5,4,4,4,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,26,Rotterdam,4,0,Mbo,Alleen
56,3,4,3,4,2,2,3,8,7,8,1,2,3,3,3,3,4,2,3,4,4,8.0,8.0,2,4,4,3,1,3,2,3,7.0,0,0,1,1,1,3,1,3,1,1,1,1,3,4,5,3,5,5,3,3,3,3,2,5,2,4,2,4,2,1,1,5,12.0,3,1,2,4,1,4,3,3,3,3,3,3,3,4,2,4,5,4,3,3,4,5,4,4,"Business, Finance and Law (BFL)",Vrouw,27,Den Haag,4,0,Mbo,Alleen
57,3,4,4,4,4,5,5,7,8,7,3,5,4,4,4,5,4,5,4,5,2,7.0,7.0,1,3,4,3,1,2,1,3,7.4,0,0,3,3,2,1,1,3,1,1,1,1,4,4,4,5,5,4,3,4,3,4,3,5,3,4,1,2,2,2,1,1,,3,3,4,5,5,4,5,4,4,3,3,4,4,3,4,1,3,4,3,4,3,3,1,1,"Techniek, Ontwerpen en Informatica (TOI)",Man,26,Alkmaar,4,0,Mbo,Bij mijn ouder(s)/verzorger(s)
58,4,4,4,2,2,4,1,8,5,8,,4,,3,,3,1,3,3,2,4,8.0,7.0,2,1,2,3,1,3,2,1,7.0,0,0,1,1,1,2,2,2,1,2,1,1,5,4,1,5,5,5,3,4,3,4,2,5,2,3,3,4,1,1,1,2,30.0,3,1,2,1,1,1,3,3,2,5,2,2,2,4,2,5,5,3,2,3,2,5,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,38,Alkmaar,3,0,Mbo,Anders
59,2,3,2,2,1,2,3,6,6,5,4,2,1,1,4,3,5,1,4,1,4,8.0,8.0,1,2,2,4,1,4,1,2,8.0,0,0,1,1,1,2,1,2,1,1,1,1,4,4,2,4,3,5,3,1,3,4,2,5,3,4,2,1,2,1,1,4,10.0,4,1,4,1,3,4,4,4,4,4,1,2,2,4,1,3,3,4,3,5,4,5,4,5,"Business, Finance and Law (BFL)",Man,21,Rotterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
60,4,3,4,3,2,2,3,7,8,7,3,5,3,3,4,4,1,2,4,1,4,8.0,6.0,2,1,3,3,4,3,2,2,7.1,3,1,2,1,2,2,2,3,2,2,1,1,4,4,3,4,4,4,4,4,4,4,2,4,2,4,2,1,3,1,1,5,32.0,3,4,3,4,4,3,4,2,4,3,4,3,3,2,3,4,4,4,3,3,4,4,3,2,"Business, Finance and Law (BFL)",Vrouw,25,Rotterdam,4,0,Mbo,Alleen
61,3,4,2,2,3,3,2,8,4,5,5,3,5,3,4,2,3,4,4,1,5,8.0,8.0,1,2,1,4,1,4,2,2,2.0,0,0,1,1,1,1,1,1,3,1,1,1,3,4,2,4,4,3,4,4,5,5,1,5,2,2,1,1,1,1,1,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,22,Amsterdam,3,0,Vwo,Bij mijn ouder(s)/verzorger(s)
62,3,4,3,2,2,4,3,7,7,7,2,3,2,2,4,4,1,2,4,1,4,8.0,7.0,2,2,2,3,1,3,1,2,8.3,0,0,1,1,1,2,2,2,1,1,1,1,4,5,4,4,4,4,4,4,4,3,4,4,3,4,2,1,2,3,1,3,0.0,2,2,4,3,3,4,5,4,3,4,4,2,2,3,2,2,2,4,3,4,4,3,3,2,"Agri, Food and Life Sciences (AFL)",Man,19,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
63,2,2,2,4,3,4,3,2,10,3,5,2,2,3,2,4,2,5,3,2,4,2.0,7.0,2,1,1,2,2,3,2,3,6.9,5,1,3,1,3,2,1,2,1,1,1,1,5,5,5,5,2,3,3,2,2,2,3,5,3,5,5,4,4,5,1,4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,24,Haarlem,4,0,Mbo,Met mijn partner / een relatie
64,2,3,2,3,2,3,3,6,2,6,3,2,2,1,1,1,1,1,3,1,4,8.0,7.0,2,1,2,4,2,4,1,2,6.8,2,0,1,1,1,1,1,1,3,1,1,1,3,3,2,4,4,5,4,3,4,4,4,4,4,4,3,1,1,1,1,3,10.0,2,1,2,1,3,2,3,2,3,4,1,1,2,4,2,4,3,4,3,5,4,4,3,4,"Techniek, Ontwerpen en Informatica (TOI)",Man,20,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
65,4,4,4,4,3,3,2,10,9,8,,2,,1,1,2,,2,4,1,5,8.0,7.0,2,2,2,3,2,3,2,2,7.9,0,0,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,5,4,3,3,3,3,4,4,3,3,1,1,1,1,5,24.0,1,3,3,2,1,1,5,3,1,2,4,4,4,2,4,3,3,4,3,4,3,3,3,3,Onderwijs en Innovatie (ONI),Vrouw,39,Den Haag,4,0,Mbo,Met mijn partner / een relatie
66,4,5,5,3,2,3,2,10,7,8,2,1,1,2,2,2,5,4,2,1,5,8.0,9.0,1,1,2,3,1,3,2,1,8.9,1,0,2,1,1,2,2,1,2,1,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,1,,33.0,2,2,2,1,1,1,5,3,1,5,3,2,4,3,2,4,4,5,4,5,5,2,3,3,Onderwijs en Innovatie (ONI),Vrouw,53,Rotterdam,3,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
67,3,4,4,3,3,4,4,7,7,7,3,4,4,4,5,5,3,4,4,2,4,7.0,7.0,2,3,3,3,2,3,2,3,7.4,0,0,2,1,2,2,2,3,1,3,3,1,4,5,2,4,3,4,3,2,3,2,4,3,3,4,2,1,2,1,1,4,12.0,2,2,3,4,5,2,4,2,3,3,4,4,4,2,2,4,4,4,4,4,4,3,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Haarlem,5 of hoger,0,Havo,Bij mijn ouder(s)/verzorger(s)
68,3,4,3,4,4,3,4,7,9,5,,4,,3,,3,,2,3,2,2,7.0,6.0,3,2,3,2,2,3,3,4,7.0,0,0,2,1,1,1,2,2,1,1,1,1,4,1,3,4,4,5,3,3,3,4,4,5,5,4,1,1,1,1,1,4,28.0,4,2,3,4,4,2,4,4,4,4,2,2,2,4,2,4,4,4,4,4,3,4,3,3,"Business, Finance and Law (BFL)",Vrouw,26,Rotterdam,5 of hoger,0,Havo,Met mijn partner / een relatie
69,3,3,3,3,3,4,3,6,6,6,3,3,3,3,3,3,1,3,3,4,4,6.0,6.0,2,2,2,2,2,2,2,2,8.0,0,0,1,1,1,2,2,2,1,1,1,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,19,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
70,3,4,3,4,3,3,4,6,8,6,2,3,2,4,4,4,4,3,4,3,3,4.0,6.0,2,3,3,2,2,3,2,3,6.0,1,0,1,1,1,2,1,2,1,1,1,1,4,4,3,3,4,4,4,4,3,3,3,4,2,3,2,1,2,2,1,3,30.0,4,4,2,4,4,3,5,3,4,3,4,4,4,2,3,4,3,3,4,3,3,4,4,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Haarlem,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
71,2,3,3,4,3,3,4,7,8,6,,2,,3,2,3,,2,2,2,3,7.0,6.0,2,3,3,2,2,2,2,3,6.0,3,1,2,3,2,2,2,1,2,1,3,2,3,2,5,5,4,4,3,2,4,2,4,4,4,4,3,1,3,3,1,3,0.0,3,4,2,2,4,2,5,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,4,Creative Business (CB),Vrouw,28,Den Haag,5 of hoger,0,Mbo,Bij mijn ouder(s)/verzorger(s)
72,4,3,3,3,2,2,3,10,10,10,3,3,3,3,3,3,3,3,3,3,5,7.0,7.0,2,2,2,2,2,2,2,2,8.0,0,0,1,1,1,3,3,3,2,2,2,2,4,4,1,4,2,5,1,1,3,3,1,5,5,5,3,2,3,3,1,1,30.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,21,Haarlem,3,0,Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels),Alleen
73,4,5,5,2,1,1,4,7,8,9,2,1,1,1,1,1,1,1,1,1,4,2.0,5.0,4,4,4,1,4,1,4,4,6.9,0,0,1,1,2,3,1,3,1,1,3,3,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,2,25.0,1,1,1,1,1,1,4,2,2,2,5,4,3,1,3,4,4,5,5,5,5,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,4,0,Mbo,Alleen
74,3,4,3,3,2,3,2,8,8,7,4,3,2,4,5,2,1,2,1,3,4,8.0,7.0,1,1,2,3,1,3,1,2,8.2,0,0,1,1,1,2,2,2,2,1,1,1,4,4,3,4,5,5,4,5,5,5,3,5,2,3,5,5,3,2,1,4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,20,Alkmaar,3,0,Vwo,Bij mijn ouder(s)/verzorger(s)
75,2,3,1,4,2,1,4,3,6,4,2,3,2,1,3,2,1,2,4,1,2,6.0,7.0,2,3,3,2,2,2,1,4,7.0,0,0,1,1,1,2,2,2,2,1,3,1,2,5,2,4,3,4,4,3,4,4,2,5,2,2,3,1,3,1,1,1,,1,2,5,1,2,2,2,1,4,4,2,2,1,2,2,3,4,4,4,4,3,4,4,1,"Agri, Food and Life Sciences (AFL)",Man,21,Delft,3,0,Vwo,Bij mijn ouder(s)/verzorger(s)
76,1,1,1,5,5,5,5,2,9,0,2,5,,5,5,4,,,,,4,3.0,6.0,4,4,2,1,4,2,4,3,1.0,0,1,3,1,3,2,1,3,1,1,1,1,5,5,3,4,1,1,4,2,2,3,2,5,1,1,5,1,1,1,,4,15.0,3,5,5,2,2,2,5,5,3,2,4,4,4,2,4,1,1,3,1,1,2,2,2,1,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,19,Haarlem,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
77,2,3,2,4,2,5,5,7,8,0,3,5,4,4,4,5,1,5,4,2,4,6.0,8.0,3,3,3,2,2,2,3,3,7.0,0,1,3,3,3,2,1,3,1,1,1,1,4,1,1,2,2,4,2,1,3,1,2,1,1,1,1,1,1,1,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,28,Rotterdam,3,0,"Anders, namelijk (vul in):",Anders
78,3,3,3,3,1,2,3,8,5,6,1,3,1,3,4,4,1,1,4,3,4,6.0,8.0,2,2,2,3,2,2,2,2,7.0,0,0,1,1,1,2,1,1,1,1,1,1,4,5,2,4,3,3,4,2,2,3,3,5,3,3,2,4,1,1,1,5,0.0,1,4,4,3,5,2,3,2,2,3,3,3,3,3,3,4,3,3,3,4,2,4,3,1,"Agri, Food and Life Sciences (AFL)",Man,21,Delft,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
79,2,3,3,4,4,4,2,6,7,5,3,5,4,5,5,5,2,3,5,2,4,6.0,6.0,1,2,2,3,2,2,1,1,6.9,0,1,1,1,1,2,2,2,2,2,2,1,4,5,2,4,3,3,4,4,4,4,3,5,3,3,4,5,5,5,1,3,5.0,3,2,5,4,3,3,5,3,3,3,2,3,4,3,2,3,4,5,4,4,4,4,4,3,"Agri, Food and Life Sciences (AFL)",Vrouw,19,Delft,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
80,1,1,1,4,2,4,4,1,8,1,3,2,2,4,5,5,4,4,4,2,4,8.0,6.0,1,1,2,3,3,3,2,3,7.0,0,1,1,1,1,1,1,3,1,1,1,1,2,5,4,4,2,2,1,1,1,1,4,5,5,5,2,1,1,1,1,3,32.0,1,1,1,1,1,1,3,2,2,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,19,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
81,2,3,3,4,4,3,3,3,9,4,2,3,2,4,4,4,2,3,4,4,3,6.0,8.0,2,3,2,2,1,2,2,3,7.0,1,0,1,1,1,2,1,2,1,1,1,1,4,3,3,4,4,4,3,4,4,2,2,4,3,3,2,2,1,1,1,4,6.0,4,2,4,3,3,2,5,3,4,3,4,4,4,3,3,4,3,3,3,4,3,5,4,4,Onderwijs en Innovatie (ONI),Vrouw,23,Alkmaar,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
82,4,4,3,4,2,3,4,6,4,7,5,4,4,4,2,2,1,3,2,2,3,8.0,7.0,1,1,1,3,1,3,2,2,7.5,0,0,1,1,1,2,2,3,2,2,2,2,4,4,2,4,4,4,3,2,3,4,3,5,4,4,3,1,1,1,1,2,5.0,4,3,3,2,4,2,4,3,3,4,2,3,2,4,2,2,4,4,4,3,4,5,4,5,"Techniek, Ontwerpen en Informatica (TOI)",Man,22,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
83,2,4,3,4,3,5,4,3,8,6,4,3,3,4,4,3,1,4,3,3,4,5.0,7.0,3,3,2,2,2,2,3,3,7.5,1,0,1,3,3,1,2,3,1,1,2,2,4,4,5,4,4,4,4,3,4,4,3,4,4,4,3,3,1,2,1,4,30.0,3,2,3,3,2,1,4,3,4,3,3,4,4,3,3,4,3,4,3,4,4,3,2,2,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
84,3,4,2,4,3,4,5,7,8,7,3,3,4,4,5,5,3,5,4,,4,6.0,8.0,4,4,2,2,2,2,4,3,7.7,0,0,1,1,1,2,1,2,1,1,1,1,4,3,2,3,2,2,3,1,3,3,2,4,2,3,2,1,1,1,1,4,29.0,2,3,4,2,2,4,4,2,4,3,4,4,4,2,4,4,4,3,3,3,3,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,24,Amsterdam,3,0,Havo,Met een of enkele huisgenoten / vrienden (geen relatie)
85,3,4,3,2,2,2,3,7,6,7,3,3,2,4,4,4,3,3,4,2,4,7.0,8.0,2,1,2,3,1,3,1,1,8.5,0,0,1,1,1,1,1,2,1,1,1,1,4,5,2,5,5,4,4,4,4,4,4,4,4,4,2,1,1,1,1,5,10.0,1,2,3,3,4,3,4,3,2,3,4,3,4,2,4,2,3,4,4,4,4,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
86,3,3,3,2,2,4,4,7,4,6,3,4,4,5,5,4,3,4,5,4,2,9.0,9.0,1,2,2,3,1,3,1,2,7.5,0,0,1,1,1,1,2,2,3,1,1,1,4,4,3,4,4,4,4,3,3,4,3,5,3,3,3,3,2,1,1,5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,20,Amsterdam,3,0,Havo,In een studentenhuis / met meerdere studenten samen
87,2,3,4,2,4,2,5,1,5,6,4,4,2,3,3,1,2,1,4,2,4,8.0,7.0,1,2,2,3,1,3,1,3,7.5,0,0,1,1,1,1,1,2,1,1,1,1,4,3,4,2,4,5,4,4,5,5,3,5,3,4,1,1,1,4,1,2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,21,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
88,3,5,4,2,2,2,2,7,2,8,3,4,1,2,3,4,1,2,2,1,3,4.0,7.0,3,3,3,3,1,3,3,2,7.6,0,0,2,1,2,1,1,2,1,1,1,1,3,4,3,4,5,4,4,4,4,5,2,4,1,1,1,1,1,1,1,3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,21,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
89,2,4,4,4,4,4,4,2,9,6,5,5,4,4,4,4,4,4,3,3,3,3.0,6.0,3,4,4,2,3,2,3,4,6.0,0,1,1,1,2,2,2,2,1,1,1,1,4,4,3,4,4,3,3,4,3,3,2,3,2,2,1,1,1,1,1,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
90,4,5,4,1,1,1,1,9,2,8,1,2,1,1,1,2,1,3,1,3,4,7.0,8.0,1,1,2,4,1,4,2,1,6.8,0,0,1,1,1,2,2,3,2,2,2,2,4,4,1,5,5,5,4,4,4,4,4,4,4,4,1,1,1,1,1,5,8.0,1,1,3,1,3,1,4,1,1,2,1,1,1,1,1,4,3,5,4,5,5,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
91,3,3,3,4,3,3,3,5,9,4,2,3,3,4,4,4,3,3,4,3,3,6.0,7.0,2,3,2,3,1,2,3,2,6.5,2,1,1,1,1,2,1,3,1,1,1,1,4,4,2,4,3,3,3,2,3,4,2,3,3,3,3,1,1,1,1,4,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,29,Amsterdam,3,0,Mbo,Met mijn partner / een relatie
92,3,3,4,3,3,3,3,8,6,7,4,3,2,4,5,4,3,3,4,4,4,7.0,8.0,2,3,2,2,3,2,2,2,7.7,0,0,1,1,1,2,1,2,2,1,1,1,4,4,2,4,3,3,3,3,4,4,3,4,4,4,3,2,3,2,1,3,18.0,3,3,3,4,5,4,4,3,2,3,4,4,4,4,3,3,4,4,3,4,3,4,2,3,Creative Business (CB),Vrouw,22,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
93,1,3,3,3,2,3,5,6,5,7,4,4,4,3,3,1,1,2,2,2,5,8.0,7.0,1,2,4,3,2,4,1,1,7.5,0,0,1,1,1,2,2,3,1,2,1,1,4,4,2,5,4,5,4,4,4,4,1,4,3,4,3,1,1,4,1,4,0.0,1,2,2,1,3,4,4,4,4,5,2,4,3,3,3,4,4,4,4,4,3,4,4,4,"Techniek, Ontwerpen en Informatica (TOI)",Man,21,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
94,1,3,3,4,4,5,4,5,4,6,1,3,3,3,5,5,1,2,2,5,4,7.0,6.0,1,2,2,3,1,3,2,2,7.1,0,0,1,1,2,2,1,2,1,1,1,1,3,5,2,4,4,4,4,3,4,4,5,5,3,4,3,1,1,1,1,3,12.0,1,4,3,2,5,3,4,3,4,4,5,4,3,4,4,2,3,5,4,4,3,4,4,4,"Techniek, Ontwerpen en Informatica (TOI)",Man,23,Alkmaar,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
95,4,5,5,3,2,3,3,8,7,7,4,4,2,3,5,5,2,2,3,,5,8.0,7.0,3,2,4,4,1,3,2,2,7.3,0,0,1,1,1,2,1,2,3,1,1,1,5,5,2,5,5,5,5,5,4,4,4,5,3,4,3,1,1,1,1,2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Haarlem,3,0,Havo,Met een of enkele huisgenoten / vrienden (geen relatie)
96,4,4,4,3,3,1,1,9,6,7,,3,,,,,3,2,2,3,4,7.0,5.0,1,2,2,3,1,3,1,1,7.9,0,0,1,1,1,2,2,2,1,1,1,1,5,5,2,5,4,5,4,4,4,4,2,5,3,3,2,3,1,1,1,,16.0,1,3,3,3,1,1,5,3,1,4,2,2,3,4,2,5,5,3,3,4,3,4,3,3,Onderwijs en Innovatie (ONI),Vrouw,50,Den Haag,3,0,Mbo,Anders
97,4,4,4,4,4,4,3,9,9,8,3,5,3,5,5,5,,2,5,2,4,8.0,8.0,3,2,4,2,2,3,4,2,7.8,0,0,1,1,2,2,2,3,1,1,1,1,5,5,2,5,5,5,5,5,5,5,2,5,5,5,3,2,1,1,1,5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,19,Den Haag,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
98,2,2,2,3,3,5,4,7,8,4,4,2,1,4,5,3,2,1,3,4,4,8.0,7.0,2,3,4,2,1,3,2,3,7.1,0,0,2,1,1,2,1,2,1,1,3,1,4,4,3,5,3,3,4,3,4,4,2,4,2,3,2,1,4,1,1,5,,3,1,4,2,3,3,4,2,1,3,4,5,4,2,4,3,3,4,2,3,2,4,3,2,"Business, Finance and Law (BFL)",Vrouw,21,Amsterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
99,3,4,4,3,3,4,2,8,7,7,4,4,4,5,5,4,3,4,5,3,4,5.0,8.0,4,3,3,2,2,2,4,3,7.0,0,0,1,2,2,2,2,1,2,2,1,1,5,5,2,5,5,5,4,3,3,2,4,4,4,4,3,1,1,1,1,4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,4,0,Havo,In een studentenhuis / met meerdere studenten samen
100,2,3,3,4,3,4,2,7,8,4,2,4,2,2,4,4,,3,4,2,4,6.0,8.0,3,3,2,3,2,3,2,2,7.0,1,0,2,1,1,2,2,2,2,1,1,1,5,5,3,5,3,4,4,4,4,4,2,4,4,3,1,1,1,1,1,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Alkmaar,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
